Credibility_Label,Party_Affiliation,Past_Credibility_Score,Job_Title,Subject,Context,Sentiment,Subjectivity
barely-true,Republican,0.11363636363636363,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.625,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Democrat,0.328125,Others,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.0,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
pants-fire,Democrat,-0.75,Business & Industry Leaders,Social Issues,Public Speaking,NEGATIVE,SUBJECTIVE
false,Republican,0.4076923076923077,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Other,2.0,Others,Other,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.43023255813953487,Government Officials,Healthcare,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.17117117117117117,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,-0.36,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
false,Democrat,1.048780487804878,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.0,Others,Other,Print and Online Publications,POSITIVE,OBJECTIVE
mostly-true,Media,2.0,Media Professionals,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.3125,Others,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,-2.0,Government Officials,Law and Ethics,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.2,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
true,Democrat,0.71875,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
true,Republican,0.14814814814814814,Government Officials,Other,Other,POSITIVE,OBJECTIVE
half-true,Republican,0.5555555555555556,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
true,Other,0.17391304347826086,Media Professionals,Social Issues,Personal and Campaign Communications,POSITIVE,SUBJECTIVE
barely-true,Republican,0.43023255813953487,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
true,Republican,-0.3684210526315789,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.1111111111111111,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Republican,2.0,Others,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,0.2,Government Officials,Environment and Energy,Other,POSITIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.71875,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Environment and Energy,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,1.25,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Business & Industry Leaders,Environment and Energy,Print and Online Publications,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Business & Industry Leaders,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
false,Other,-1.0638297872340425,Media Professionals,Foreign Policy and Security,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Democrat,0.05,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Other,0.2857142857142857,Government Officials,Other,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.5,Legal & Advocacy,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Other,2.0,Business & Industry Leaders,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.6875,Others,Law and Ethics,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Others,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,-0.75,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,0.45454545454545453,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Print and Online Publications,NEGATIVE,SUBJECTIVE
false,Republican,-2.0,Legal & Advocacy,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.8333333333333334,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Republican,-0.19444444444444445,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.75,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
true,Republican,-0.4,Government Officials,Environment and Energy,Other,POSITIVE,OBJECTIVE
false,Democrat,0.2619047619047619,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,1.6428571428571428,Others,Environment and Energy,Legislative and Official Proceedings,POSITIVE,SUBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Social Issues,Public Speaking,NEGATIVE,SUBJECTIVE
pants-fire,Democrat,0.0,Others,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Other,-0.75,Legal & Advocacy,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.0,Others,Law and Ethics,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,0.1,Others,Environment and Energy,Broadcast Media,NEGATIVE,SUBJECTIVE
false,Republican,0.4076923076923077,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.2,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.045454545454545456,Government Officials,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-1.5,Government Officials,Politics and Government,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Media,2.0,Media Professionals,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,1.6666666666666667,Education & Non-Profit,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,-0.5,Media Professionals,Healthcare,Other,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.07692307692307693,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
false,Independent,0.956989247311828,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.19444444444444445,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,0.125,Others,Other,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
true,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.1267123287671233,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.6666666666666666,Government Officials,Environment and Energy,Other,NEGATIVE,OBJECTIVE
false,Democrat,-2.0,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,1.1666666666666667,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.5,Government Officials,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
half-true,Republican,0.1111111111111111,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.11363636363636363,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.75,Others,Politics and Government,Print and Online Publications,NEGATIVE,OBJECTIVE
true,Other,0.7777777777777778,Media Professionals,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,2.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.43023255813953487,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Other,NEGATIVE,SUBJECTIVE
half-true,Democrat,1.0,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
false,Republican,0.43023255813953487,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
false,Other,-2.0,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,0.5416666666666666,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Healthcare,Other,POSITIVE,OBJECTIVE
mostly-true,Republican,0.14814814814814814,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Democrat,-0.5,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.5555555555555556,Government Officials,Environment and Energy,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
pants-fire,Other,-1.0638297872340425,Media Professionals,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
pants-fire,Republican,-1.3333333333333333,Business & Industry Leaders,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,0.5925925925925926,Government Officials,Politics and Government,Other,POSITIVE,OBJECTIVE
barely-true,Republican,0.5,Business & Industry Leaders,Other,Other,NEGATIVE,OBJECTIVE
true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.9117647058823529,Legal & Advocacy,Other,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Economy and Finance,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.75,Others,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,-2.25,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.5,Government Officials,Social Issues,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
true,Democrat,0.75,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Media,2.0,Others,Healthcare,Other,POSITIVE,OBJECTIVE
true,Democrat,-2.0,Government Officials,Other,Print and Online Publications,NEGATIVE,SUBJECTIVE
barely-true,Independent,0.956989247311828,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,2.0,Legal & Advocacy,Environment and Energy,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.7806748466257669,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
false,Other,-1.0638297872340425,Media Professionals,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.5,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Republican,0.5,Others,Other,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.47115384615384615,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.5,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Legal & Advocacy,Healthcare,Other,NEGATIVE,SUBJECTIVE
barely-true,Other,0.5,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,1.0,Education & Non-Profit,Environment and Energy,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
barely-true,Republican,0.5,Government Officials,Politics and Government,Other,POSITIVE,OBJECTIVE
barely-true,Republican,-0.2,Government Officials,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Other,1.5,Others,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.5555555555555556,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
false,Democrat,0.25,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,1.1666666666666667,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.5,Legal & Advocacy,Politics and Government,Other,POSITIVE,OBJECTIVE
mostly-true,Republican,0.53125,Government Officials,Other,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Democrat,0.05,Government Officials,Other,Other,POSITIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.2777777777777778,Others,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,0.43023255813953487,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Republican,0.6228070175438597,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-0.47115384615384615,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
false,Republican,0.6,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,1.3333333333333333,Government Officials,Healthcare,Other,POSITIVE,OBJECTIVE
true,Republican,0.3125,Others,Social Issues,Other,NEGATIVE,OBJECTIVE
true,Republican,-0.030303030303030304,Others,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Republican,0.1267123287671233,Government Officials,Social Issues,Other,POSITIVE,OBJECTIVE
barely-true,Democrat,0.0,Others,Economy and Finance,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Republican,-1.3214285714285714,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,SUBJECTIVE
true,Republican,0.6935483870967742,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.07142857142857142,Others,Healthcare,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Democrat,1.25,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-1.1666666666666667,Media Professionals,Other,Social Media and Online Platforms,POSITIVE,OBJECTIVE
false,Republican,-0.5,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.06666666666666667,Business & Industry Leaders,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Healthcare,Personal and Campaign Communications,POSITIVE,SUBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.0,Government Officials,Environment and Energy,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.75,Legal & Advocacy,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.35714285714285715,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.47115384615384615,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.75,Legal & Advocacy,Environment and Energy,Print and Online Publications,NEGATIVE,OBJECTIVE
true,Republican,-0.08333333333333333,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Other,1.5,Business & Industry Leaders,Politics and Government,Print and Online Publications,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
false,Republican,0.1267123287671233,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Republican,-0.46153846153846156,Education & Non-Profit,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,-0.25,Others,Other,Other,POSITIVE,SUBJECTIVE
barely-true,Republican,-0.19444444444444445,Government Officials,Economy and Finance,Print and Online Publications,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.5454545454545454,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
false,Democrat,0.328125,Others,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.14814814814814814,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Republican,0.43023255813953487,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,0.5,Education & Non-Profit,Other,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.2,Others,Environment and Energy,Other,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Other,0.75,Others,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
half-true,Republican,-0.20833333333333334,Media Professionals,Politics and Government,Other,POSITIVE,OBJECTIVE
half-true,Republican,-0.20833333333333334,Media Professionals,Other,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.5,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
true,Democrat,1.0833333333333333,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Politics and Government,Broadcast Media,POSITIVE,SUBJECTIVE
barely-true,Other,-0.1388888888888889,Education & Non-Profit,Other,Public Speaking,POSITIVE,SUBJECTIVE
false,Republican,-0.3333333333333333,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE,SUBJECTIVE
half-true,Republican,-0.17117117117117117,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Healthcare,Social Media and Online Platforms,POSITIVE,OBJECTIVE
half-true,Republican,0.1267123287671233,Government Officials,Politics and Government,Social Media and Online Platforms,POSITIVE,OBJECTIVE
false,Republican,0.43023255813953487,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,1.1111111111111112,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
false,Democrat,1.5,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Other,-2.5,Media Professionals,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Democrat,-2.5,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
mostly-true,Other,0.3333333333333333,Others,Social Issues,Print and Online Publications,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.5,Others,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0833333333333333,Government Officials,Politics and Government,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Republican,-0.5,Others,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Democrat,1.1666666666666667,Government Officials,Foreign Policy and Security,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Independent,0.956989247311828,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Media,1.125,Media Professionals,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.4166666666666667,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Politics and Government,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
half-true,Other,0.2857142857142857,Others,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.1111111111111111,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,0.1267123287671233,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Republican,0.23076923076923078,Government Officials,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.08333333333333333,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Other,0.0,Media Professionals,Politics and Government,Other,POSITIVE,OBJECTIVE
half-true,Independent,0.956989247311828,Government Officials,Law and Ethics,Public Speaking,NEGATIVE,SUBJECTIVE
false,Republican,-1.0,Others,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.6228070175438597,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
mostly-true,Republican,-0.07692307692307693,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,1.25,Government Officials,Social Issues,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.03571428571428571,Government Officials,Politics and Government,Social Media and Online Platforms,POSITIVE,OBJECTIVE
half-true,Democrat,0.5476190476190477,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Law and Ethics,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.43023255813953487,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Other,0.0,Media Professionals,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
half-true,Republican,0.046875,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Republican,0.046875,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Media,2.0,Education & Non-Profit,Politics and Government,Other,POSITIVE,OBJECTIVE
barely-true,Democrat,0.5,Education & Non-Profit,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Democrat,0.7330316742081447,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,0.4076923076923077,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-2.5,Others,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.46153846153846156,Education & Non-Profit,Politics and Government,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.5,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.47115384615384615,Government Officials,Politics and Government,Print and Online Publications,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.17117117117117117,Government Officials,Foreign Policy and Security,Print and Online Publications,POSITIVE,OBJECTIVE
true,Democrat,-0.5,Media Professionals,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Democrat,0.0,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.5,Others,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.875,Others,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Social Issues,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Other,-0.32142857142857145,Media Professionals,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Democrat,-1.3333333333333333,Others,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.125,Others,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
false,Other,0.0,Media Professionals,Politics and Government,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.25,Others,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Other,-2.0,Others,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,-1.0,Legal & Advocacy,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Environment and Energy,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Other,2.0,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-0.17117117117117117,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,-2.0,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Independent,0.5555555555555556,Media Professionals,Economy and Finance,Other,NEGATIVE,OBJECTIVE
false,Republican,-1.3214285714285714,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
