Label,Statement,Party Affiliation,Credibility Score,Categorized Job Title,Categorized Subject,Categorized Context,Sentiment
mostly-true,Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,Republican,-0.2,Others,Healthcare,Social Media and Online Platforms,NEGATIVE
mostly-true,No one beta-tested healthcare.gov.,Media,2.0,Media Professionals,Healthcare,Broadcast Media,NEGATIVE
mostly-true,"Says for the first time in the history of the United States, the government cut taxes during wartime",Democrat,0.7142857142857143,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE
true,Says he sued Obamas EPA seven times.,Republican,-1.0,Others,Environment and Energy,Personal and Campaign Communications,NEGATIVE
mostly-true,"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",Republican,2.0,Others,Social Issues,Personal and Campaign Communications,NEGATIVE
true,"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.",Republican,-1.75,Education & Non-Profit,Economy and Finance,Other,POSITIVE
mostly-true,If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,Democrat,2.0,Government Officials,Economy and Finance,Print and Online Publications,NEGATIVE
false,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",Republican,-0.75,Government Officials,Other,Other,NEGATIVE
mostly-true,When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,Independent,0.956989247311828,Government Officials,Social Issues,Broadcast Media,NEGATIVE
false,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.",Democrat,-1.1666666666666667,Education & Non-Profit,Other,Broadcast Media,POSITIVE
mostly-true,"Just in the past 10 years, college tuition has increased 28 percent.",Democrat,2.0,Government Officials,Other,Public Speaking,POSITIVE
barely-true,"Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.",Democrat,-0.625,Government Officials,Economy and Finance,Other,NEGATIVE
half-true,"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.",Democrat,0.125,Government Officials,Politics and Government,Public Speaking,NEGATIVE
pants-fire,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it.",Other,-1.0638297872340425,Media Professionals,Foreign Policy and Security,Social Media and Online Platforms,POSITIVE
pants-fire,Obama regime planned the influx of illegal alien children at the border.,Other,-1.0405405405405406,Media Professionals,Social Issues,Personal and Campaign Communications,NEGATIVE
mostly-true,"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.",Democrat,0.7142857142857143,Government Officials,Social Issues,Broadcast Media,NEGATIVE
barely-true,Says Donald Trump has been talking about the option of using a nuclear weapon against our Western European allies.,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE
mostly-true,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,Democrat,0.7441860465116279,Government Officials,Other,Social Media and Online Platforms,POSITIVE
false,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,Republican,0.11363636363636363,Government Officials,Other,Personal and Campaign Communications,NEGATIVE
true,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",Democrat,0.4274193548387097,Government Officials,Other,Social Media and Online Platforms,NEGATIVE
false,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.",Republican,-0.7806748466257669,Government Officials,Economy and Finance,Public Speaking,POSITIVE
true,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",Republican,0.13636363636363635,Others,Politics and Government,Other,POSITIVE
half-true,I have the No. 1 show on NBC.,Republican,-0.7806748466257669,Government Officials,Other,Broadcast Media,POSITIVE
half-true,Thirty-five states have accepted high-speed intercity rail money.,Republican,0.3333333333333333,Government Officials,Other,Public Speaking,NEGATIVE
half-true,Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,Republican,0.3125,Others,Foreign Policy and Security,Other,NEGATIVE
half-true,There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,Republican,1.0,Government Officials,Foreign Policy and Security,Other,NEGATIVE
barely-true,Says Obama has doubled the stock market from where we started when he was sworn into office,Democrat,1.0833333333333333,Government Officials,Economy and Finance,Broadcast Media,POSITIVE
false,On supporting the budget proposed by Rep. Paul Ryan,Republican,-0.20833333333333334,Media Professionals,Politics and Government,Other,POSITIVE
barely-true,"When I became governor, I inherited a large deficit. You know what? We just turned that into the largest surplus in Virginia history.",Democrat,-0.36,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
half-true,My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Public Speaking,NEGATIVE
pants-fire,Obamacarerepresents the largest tax increase in the history of the world.,Republican,-2.3333333333333335,Others,Healthcare,Personal and Campaign Communications,POSITIVE
true,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.""",Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,POSITIVE
half-true,"Even a 100 percent tax on millionaires would only fund four months of government operations, failing to seriously address budget deficits and debt.",Republican,0.6228070175438597,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
mostly-true,Thousands of Westerners and Americans are fighting with extremists in eastern Syria and Iraq.,Republican,0.08333333333333333,Media Professionals,Foreign Policy and Security,Broadcast Media,NEGATIVE
mostly-true,Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.,Republican,-0.11538461538461539,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE
true,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,Republican,-0.47115384615384615,Government Officials,Politics and Government,Print and Online Publications,POSITIVE
half-true,I will keep taxes low and cut them where I can. My opponent will raise them.,Republican,0.1267123287671233,Government Officials,Economy and Finance,Other,POSITIVE
false,Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.,Democrat,-2.0,Others,Other,Personal and Campaign Communications,NEGATIVE
true,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.",Republican,0.11363636363636363,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
true,A congressional laundry closed due to the partial government shutdown.,Republican,-0.4375,Business & Industry Leaders,Politics and Government,Print and Online Publications,NEGATIVE
half-true,"Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families.",Democrat,0.328125,Others,Social Issues,Personal and Campaign Communications,POSITIVE
half-true,"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, you get out of poverty.",Democrat,0.5555555555555556,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
true,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,Republican,0.14814814814814814,Government Officials,Other,Public Speaking,POSITIVE
mostly-true,"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do.",Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,POSITIVE
barely-true,Says Betty Sutton and House Democrats gutted Medicare by $741 billion to pay for Obamacare.,Republican,-0.03571428571428571,Government Officials,Healthcare,Personal and Campaign Communications,NEGATIVE
half-true,One out of four corporations doesnt pay a nickel in (federal income) taxes.,Independent,0.956989247311828,Government Officials,Economy and Finance,Other,NEGATIVE
pants-fire,Were one of the only communities in the country that didnt lose population in the last census.,Other,-0.1388888888888889,Education & Non-Profit,Other,Public Speaking,POSITIVE
half-true,I had five of my citizens that were killed last week because of border security problems.,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,NEGATIVE
mostly-true,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,Democrat,1.125,Others,Economy and Finance,Legislative and Official Proceedings,NEGATIVE
pants-fire,Says the U.S. election system is rigged.,Republican,-0.7806748466257669,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
half-true,Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.,Republican,1.0,Others,Environment and Energy,Social Media and Online Platforms,NEGATIVE
pants-fire,This (Independent Payment Advisory Board) board can ration care and deny certain Medicare treatments so Washington can fund more wasteful spending.,Other,-2.6666666666666665,Others,Healthcare,Personal and Campaign Communications,NEGATIVE
false,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,Other,-2.5,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE
mostly-true,Says he earned the highest possible credit ratings as state treasurer.,Republican,-0.5,Government Officials,Other,Personal and Campaign Communications,POSITIVE
barely-true,"Fifteen years ago, you couldnt even get a pizza delivered in that neighborhood.",Other,0.5,Others,Other,Other,NEGATIVE
barely-true,I said two years ago that the Fannie and Freddie thing was a very serious problem and we had to work on it.,Republican,0.1267123287671233,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
pants-fire,Says he has yet to get a response from Barack Obama to his August 2010 letter making border security requests.,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,NEGATIVE
half-true,The health care reform law reduces the deficit by nearly $1.2 trillion over the next two decades.,Democrat,0.8333333333333334,Government Officials,Economy and Finance,Other,NEGATIVE
barely-true,Says Hillary Clinton erased all of her emails even though they were subject to recall and review by Congress.,Republican,0.11363636363636363,Government Officials,Other,Other,NEGATIVE
barely-true,The 2011-13 state budget cuts overall funding for public schools by $1.6 billion,Democrat,0.625,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE
mostly-true,Americans havent had a raise in 15 years.,Democrat,0.7330316742081447,Government Officials,Other,Personal and Campaign Communications,NEGATIVE
false,Says a $12.5 million incentive deal she approved for Abbott Laboratories contained strong protections for taxpayers if job creation goals were not met.,Democrat,0.328125,Others,Economy and Finance,Other,NEGATIVE
mostly-true,"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",Democrat,1.0,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
true,The United States has one of the highest corporate tax rates in the world.,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,POSITIVE
mostly-true,"Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.",Democrat,0.7330316742081447,Government Officials,Social Issues,Other,NEGATIVE
pants-fire,Bill White is discriminating. Hes taking jobs from African Americans and giving them to his friends.,Democrat,-0.75,Business & Industry Leaders,Social Issues,Public Speaking,NEGATIVE
false,A legacy of taxing and borrowing crippled the economy we inherited two years ago.,Republican,0.4076923076923077,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
mostly-true,The Arizona State Board of Educations failure to report teachers whose certifications have been revoked or suspended ... resulted in the death of a student.,Other,2.0,Others,Other,Public Speaking,NEGATIVE
true,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""",Republican,0.43023255813953487,Government Officials,Healthcare,Social Media and Online Platforms,NEGATIVE
mostly-true,About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.,Republican,-0.17117117117117117,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
barely-true,Women still earn about 77 cents for every dollar a man earns for working the same job.,Democrat,-0.36,Government Officials,Economy and Finance,Other,NEGATIVE
false,Donald Trump says all Mexicans are rapists.,Democrat,1.048780487804878,Government Officials,Social Issues,Public Speaking,NEGATIVE
barely-true,Says Texas high school graduates must pass Algebra II to be eligible for automatic admission to states public universities.,Democrat,0.0,Others,Other,Print and Online Publications,POSITIVE
mostly-true,"Israel in the last three weeks haskilled more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006.",Media,2.0,Media Professionals,Foreign Policy and Security,Other,NEGATIVE
mostly-true,"There are many studies that indicate that the longer people get unemployment insurance, it provides some disincentive to work.",Republican,0.3125,Others,Economy and Finance,Broadcast Media,NEGATIVE
true,"Under current law, if you go on a dating website and you say youre 32 and youre actually 42, youve committed a misdemeanor.",Democrat,-2.0,Government Officials,Law and Ethics,Public Speaking,NEGATIVE
true,"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.",Republican,0.2,Government Officials,Foreign Policy and Security,Other,POSITIVE
true,"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.""",Democrat,0.71875,Government Officials,Social Issues,Broadcast Media,NEGATIVE
mostly-true,"For the first time in history, my administration posts our White House visitors online.",Democrat,0.7441860465116279,Government Officials,Social Issues,Public Speaking,POSITIVE
true,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,Republican,0.14814814814814814,Government Officials,Other,Other,POSITIVE
half-true,"In the fall of 2009, only 21 percent of Texas high school graduates enrolled in a four-year public university.",Republican,0.5555555555555556,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE
true,The overall fact about illegal immigration is that its not actually getting worse.,Other,0.17391304347826086,Media Professionals,Social Issues,Personal and Campaign Communications,POSITIVE
barely-true,Says Hillary Clinton has been in office and in government longer than anybody else running here tonight.,Republican,0.43023255813953487,Government Officials,Other,Broadcast Media,POSITIVE
true,More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.,Republican,-0.3684210526315789,Government Officials,Social Issues,Broadcast Media,NEGATIVE
true,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product.",Republican,0.1111111111111111,Government Officials,Economy and Finance,Broadcast Media,POSITIVE
true,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.",Democrat,0.7441860465116279,Government Officials,Other,Broadcast Media,POSITIVE
mostly-true,Says its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.,Republican,2.0,Others,Healthcare,Public Speaking,NEGATIVE
half-true,"Since President Obama took office, gas prices have gone up 67 percent.",Republican,0.2,Government Officials,Environment and Energy,Other,POSITIVE
false,"When President Franklin D. Roosevelt started Social Security, it only affected widows and orphans, and when Medicare began, it was a small program.",Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,NEGATIVE
true,The deficit was on track to top $1 trillion the year I took office.,Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,NEGATIVE
half-true,We paid down the debt for four years -- paid down $600 billion on the national debt.,Democrat,0.71875,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
half-true,A vast majority of the production in the United States comes from small independent oil and gas companies.,Democrat,1.0,Government Officials,Environment and Energy,Broadcast Media,POSITIVE
mostly-true,"Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",Democrat,1.25,Government Officials,Other,Public Speaking,NEGATIVE
half-true,"In this city, there hasnt been a stadium thats lasted more than 27 years.",Other,1.0,Others,Politics and Government,Public Speaking,NEGATIVE
mostly-true,"When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in Californias history.",Democrat,2.0,Business & Industry Leaders,Environment and Energy,Print and Online Publications,POSITIVE
half-true,"More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. Thats significantly higher than alcohol.",Democrat,1.0,Business & Industry Leaders,Social Issues,Broadcast Media,POSITIVE
false,Says Hillary Clinton refuses to testify before Congress about the 2012 attack in Benghazi.,Other,-1.0638297872340425,Media Professionals,Foreign Policy and Security,Social Media and Online Platforms,NEGATIVE
mostly-true,"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.""",Democrat,0.7441860465116279,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE
false,Says Rob Portman even voted to allow people on the terrorism watch list to buy guns.,Democrat,0.05,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE
mostly-true,Says the Obama Administration has fulfilled all of Texas requests for fire management assisting grants.,Other,0.2857142857142857,Government Officials,Other,Other,POSITIVE
mostly-true,Says federal debt doubled during the Bush administration.,Democrat,0.5,Legal & Advocacy,Politics and Government,Broadcast Media,POSITIVE
mostly-true,Offshore wind power is significantly less expensive than solar energy.,Other,2.0,Business & Industry Leaders,Environment and Energy,Broadcast Media,NEGATIVE
pants-fire,The Constitution simply does not authorize the federal government to own any of this land (in the Western states).,Republican,-0.6875,Others,Law and Ethics,Broadcast Media,NEGATIVE
mostly-true,"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators.",Democrat,2.0,Others,Social Issues,Public Speaking,NEGATIVE
half-true,Texas agriculture is at 98 percent efficiency in water use and just about maxed out as to what we can do on the conservation end of it.,Republican,-0.75,Government Officials,Environment and Energy,Public Speaking,NEGATIVE
mostly-true,An estimated 56 million Americans don't have bank accounts.,Democrat,0.45454545454545453,Government Officials,Economy and Finance,Other,NEGATIVE
half-true,Our president has labeled Americans as soft.,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Print and Online Publications,NEGATIVE
false,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.,Republican,-2.0,Legal & Advocacy,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE
true,The NRA used to support expanded background checks.,Democrat,0.7441860465116279,Government Officials,Other,Public Speaking,NEGATIVE
half-true,Going to public financing really disadvantages Democrats because you're not able to raise funds between the day you win the primaries and the time you're officially nominated.,Democrat,0.8333333333333334,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
barely-true,The average minimum wage worker is 35 years old.,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
false,"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party.",Republican,-0.7806748466257669,Government Officials,Politics and Government,Public Speaking,POSITIVE
barely-true,"The federal health care plan ""costs Texas taxpayers $2.4 billion per year.""",Republican,-0.19444444444444445,Government Officials,Healthcare,Other,NEGATIVE
mostly-true,Social Security didnt cause the debt crisis. Social Security had nothing to do with the debt crisis.,Democrat,0.75,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
true,Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.,Republican,-0.4,Government Officials,Environment and Energy,Other,POSITIVE
false,"We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country.",Democrat,0.2619047619047619,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
barely-true,The war in Iraq was a major factor in blowing the top off the price of oil.,Democrat,1.6428571428571428,Others,Environment and Energy,Legislative and Official Proceedings,POSITIVE
barely-true,This type of mass violence does not happen in other advanced countries. It doesnt happen in other places with this kind of frequency.,Democrat,0.7441860465116279,Government Officials,Social Issues,Public Speaking,NEGATIVE
pants-fire,Says Mitt Romney did not pay taxes for 10 years.,Democrat,0.0,Others,Economy and Finance,Broadcast Media,NEGATIVE
barely-true,"A ""massive"" federal computer network will make your medical records available to ""millions of people"" with a ""complete lack of privacy and confidentiality,"" while doctors and hospitals who don't take part face ""stiff penalties.""",Other,-0.75,Legal & Advocacy,Healthcare,Personal and Campaign Communications,NEGATIVE
true,Says Donald Trump used undocumented labor to build the Trump Tower.,Democrat,0.7330316742081447,Government Officials,Social Issues,Broadcast Media,NEGATIVE
true,Sharron Angle would eliminate the Department of Education.,Democrat,0.0,Others,Law and Ethics,Personal and Campaign Communications,NEGATIVE
false,On whether BPs $20 billion fund to compensate oil spill victims is a slush fund.,Republican,0.1,Others,Environment and Energy,Broadcast Media,NEGATIVE
false,On in-state tuition for illegal immigrants.,Republican,0.4076923076923077,Government Officials,Social Issues,Broadcast Media,NEGATIVE
half-true,Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.,Republican,0.2,Government Officials,Healthcare,Other,NEGATIVE
barely-true,"Says Sen. Bill Nelson voted to spend $144,541 to see how monkeys react under the influence of cocaine.",Republican,-0.045454545454545456,Government Officials,Healthcare,Personal and Campaign Communications,NEGATIVE
false,What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.,Republican,-1.5,Government Officials,Politics and Government,Public Speaking,NEGATIVE
mostly-true,Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.,Media,2.0,Media Professionals,Other,Personal and Campaign Communications,NEGATIVE
true,"Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich.",Democrat,1.6666666666666667,Education & Non-Profit,Politics and Government,Public Speaking,NEGATIVE
half-true,There were more people at the Air and Space Museum than at a rally against the health care bills.,Democrat,-0.5,Media Professionals,Healthcare,Other,NEGATIVE
pants-fire,Says Texas did not bail out a loan program he oversaw as state agriculture commissioner.,Republican,-0.07692307692307693,Government Officials,Other,Broadcast Media,NEGATIVE
false,We spend almost twice as much per capita on health care as do the people of any other country.,Independent,0.956989247311828,Government Officials,Healthcare,Broadcast Media,NEGATIVE
false,On repealing the 17th Amendment,Republican,-0.19444444444444445,Government Officials,Politics and Government,Broadcast Media,POSITIVE
half-true,"Says Bruce Starr voted to throw 6,000 Oregonians off unemployment.",Democrat,0.125,Others,Other,Other,NEGATIVE
mostly-true,"The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor.",Democrat,2.0,Government Officials,Other,Other,NEGATIVE
true,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Social Media and Online Platforms,NEGATIVE
half-true,"Says more than 1 million Texans are jobless, the state has its highest unemployment rate in more than 20 years and joblessness doubled on Rick Perrys watch.",Republican,0.11363636363636363,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE
mostly-true,"He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that hes been in the United States Senate.",Republican,0.1267123287671233,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
mostly-true,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.""",Democrat,0.6666666666666666,Government Officials,Environment and Energy,Other,NEGATIVE
false,"Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol.",Democrat,-2.0,Government Officials,Healthcare,Broadcast Media,NEGATIVE
half-true,"Russia has tremendous numbers of nuclear warheads 1,800, by the way where they expanded, and we didnt.",Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
mostly-true,"For every dollar we invest in Head Start, we get $5 to $7 back into our economy.",Democrat,1.1666666666666667,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
false,Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.,Republican,-0.5,Government Officials,Environment and Energy,Personal and Campaign Communications,NEGATIVE
true,Says she is the subject of 60 books.,Democrat,0.7330316742081447,Government Officials,Other,Public Speaking,POSITIVE
half-true,Seven out of the 10 states with the lowest unemployment rates (have) Republican governors That approach that Republicans are using is working.,Republican,0.1111111111111111,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
true,"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure.",Republican,0.11363636363636363,Government Officials,Social Issues,Broadcast Media,NEGATIVE
false,The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.,Republican,-2.0,Others,Politics and Government,Public Speaking,NEGATIVE
false,We import more oil today than ever before.,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Broadcast Media,POSITIVE
true,"Will Hurd tends to have a 96 percent straight Republican, straight party voting record.",Democrat,0.75,Others,Politics and Government,Print and Online Publications,NEGATIVE
true,Greece is not a big economy. Its about the size of metropolitan Miami.,Other,0.7777777777777778,Media Professionals,Economy and Finance,Broadcast Media,NEGATIVE
mostly-true,Ive cut the budget of the (lieutenant governors) office by more than half.,Republican,2.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
true,Forty cents of every dollar being spent by the federal government is being borrowed from my children.,Republican,0.43023255813953487,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
pants-fire,"Says under his budget-repair bill, collective bargaining is fully intact.",Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Broadcast Media,POSITIVE
mostly-true,And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Other,NEGATIVE
half-true,"Today in Selma, Ala., the poverty rate is roughly nine times that of whites.",Democrat,1.0,Government Officials,Social Issues,Other,NEGATIVE
false,Says President Obama was proposing pinprick strikes for military intervention in Syria.,Republican,0.43023255813953487,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
false,Says there are no political prisoners in Cuba.,Other,-2.0,Government Officials,Other,Public Speaking,POSITIVE
half-true,Says last year the graduation rate for our combined six-district footprint jumped 5.5 percent.,Democrat,0.5416666666666666,Government Officials,Other,Other,NEGATIVE
true,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",Democrat,0.7330316742081447,Government Officials,Healthcare,Other,POSITIVE
mostly-true,Says Barbara Buono voted to raise her own pay 40 percent.,Republican,0.14814814814814814,Government Officials,Other,Personal and Campaign Communications,NEGATIVE
barely-true,Says Texas has the most uninsured people of any state -- 6 million.,Democrat,-0.5,Government Officials,Healthcare,Broadcast Media,NEGATIVE
false,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.",Republican,0.5555555555555556,Government Officials,Environment and Energy,Social Media and Online Platforms,NEGATIVE
pants-fire,Facebook has unveiled new rules to stop their users from creatingposts related in any way to religion.,Other,-1.0638297872340425,Media Professionals,Other,Social Media and Online Platforms,NEGATIVE
pants-fire,"The Democrats are very sly. (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, theyre busing them in all over the place.",Republican,-1.3333333333333333,Business & Industry Leaders,Politics and Government,Broadcast Media,NEGATIVE
mostly-true,"In the past two years in Congress, Ive written more bills, passed more amendments on the floor of the House and enacted more of my bills into law than any other member of the House.",Democrat,0.5925925925925926,Government Officials,Politics and Government,Other,POSITIVE
barely-true,"Says Travis County Commissioner Gerald Daugherty claims to have taken a pay cut, but for 2016, he voted to raise his salary by 19.6 percent.",Republican,0.5,Business & Industry Leaders,Other,Other,NEGATIVE
true,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.",Republican,0.11363636363636363,Government Officials,Economy and Finance,Other,POSITIVE
mostly-true,Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
mostly-true,Virginia is the number one state per capita in screening out people with mental illness from gun purchases.,Republican,-0.9117647058823529,Legal & Advocacy,Other,Broadcast Media,POSITIVE
half-true,Missouri is the state with the lowest paid workers.,Democrat,1.0,Government Officials,Economy and Finance,Legislative and Official Proceedings,NEGATIVE
mostly-true,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.",Democrat,0.75,Others,Politics and Government,Personal and Campaign Communications,NEGATIVE
half-true,On whether the state should ramp up borrowing to build roads.,Democrat,-2.25,Government Officials,Other,Other,NEGATIVE
mostly-true,"South Carolina has a labor shortage, specifically in the meatpacking industry.",Republican,0.5,Government Officials,Social Issues,Legislative and Official Proceedings,NEGATIVE
true,"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.",Democrat,0.75,Government Officials,Other,Public Speaking,NEGATIVE
